"Date","Sector","CapGain"
"2023-03-20","Consumer Cyclical",707550575.5199976
"2023-03-20","Consumer Defensive",138454272.19000036
"2023-03-20","Energy",348337350.8900002
"2023-03-20","Financial Services",-299014463.75999975
"2023-03-20","Healthcare",288889052.1900002
"2023-03-20","Industrials",202853396.94000015
"2023-03-20","Real Estate",80116162.91000007
"2023-03-20","Technology",401997740.1400022
"2023-03-20","Utilities",43291877.00000007
"2023-03-20","bond",488444655.1700016
"2023-03-21","Basic Materials",-30049968.229999978
"2023-03-21","Communication Services",350571338.69000036
"2023-03-21","Consumer Cyclical",1866206718.800002
"2023-03-21","Consumer Defensive",-35411791.88999981
"2023-03-21","Energy",208957773.09000015
"2023-03-21","Financial Services",633652187.39
"2023-03-21","Healthcare",66263042.40000014
"2023-03-21","Industrials",73887733.4499997
"2023-03-21","Real Estate",-79306875.26999998
"2023-03-21","Technology",597005523.5100005
"2023-03-21","Utilities",-163855325.99999994
"2023-03-21","bond",370267828.3800005
"2023-03-22","Basic Materials",-147153171.01999992
"2023-03-22","Communication Services",-431003272.8399996
"2023-03-22","Consumer Cyclical",-2392807569.670001
"2023-03-22","Consumer Defensive",-163408985.1699998
"2023-03-22","Energy",-343170489.4999997
"2023-03-22","Financial Services",-1493465738.2199998
"2023-03-22","Healthcare",-497771682.6799998
"2023-03-22","Industrials",-537080931.0399997
"2023-03-22","Real Estate",-322960402.07
"2023-03-22","Technology",-924338514.2599988
"2023-03-22","Utilities",-112642508.00000018
"2023-03-22","bond",-2191894133.8500004
"2023-03-23","Basic Materials",-82835642.36000015
"2023-03-23","Communication Services",280664835.7399999
"2023-03-23","Consumer Cyclical",-814478163.4299996
"2023-03-23","Consumer Defensive",-91403628.71999991
"2023-03-23","Energy",-355519288.8400002
"2023-03-23","Financial Services",-626151795.99
"2023-03-23","Healthcare",-245214090.0700003
"2023-03-23","Industrials",-167350014.59999996
"2023-03-23","Real Estate",-146577135.20999998
"2023-03-23","Technology",699704961.120004
"2023-03-23","Utilities",-80932238.9999999
"2023-03-23","bond",-688206248.1399977
"2023-03-24","Basic Materials",140125973.4299998
"2023-03-24","Communication Services",151380227.20999965
"2023-03-24","Consumer Cyclical",-8776142.770001072
"2023-03-24","Consumer Defensive",186386473.06000003
"2023-03-24","Energy",339519042.51999986
"2023-03-24","Financial Services",704926255.3299992
"2023-03-24","Healthcare",419259706.90999985
"2023-03-24","Industrials",241614836.00000006
"2023-03-24","Real Estate",284740990.8800002
"2023-03-24","Technology",-72229789.83000068
"2023-03-24","Utilities",169462762.00000003
"2023-03-24","bond",1177808177.7900002
"2023-03-27","Basic Materials",20835063.420000117
"2023-03-27","Communication Services",-141960109.17999995
"2023-03-27","Consumer Cyclical",-592818782.2399976
"2023-03-27","Consumer Defensive",29252095.969999976
"2023-03-27","Energy",187782086.12000012
"2023-03-27","Financial Services",-244748538.3100004
"2023-03-27","Healthcare",-98055341.83999996
"2023-03-27","Industrials",8064270.889999818
"2023-03-27","Real Estate",-68881212.00000007
"2023-03-27","Technology",-505186418.27999973
"2023-03-27","Utilities",-12051624.000000073
"2023-03-27","bond",-439139490.81000215
"2023-03-28","Basic Materials",55787282.45999997
"2023-03-28","Communication Services",-80198017.99999991
"2023-03-28","Consumer Cyclical",184040663.52000073
"2023-03-28","Consumer Defensive",41868308.78000009
"2023-03-28","Energy",282429060.0000002
"2023-03-28","Financial Services",45971866.180000216
"2023-03-28","Healthcare",242708728.45999998
"2023-03-28","Industrials",128297354.97000018
"2023-03-28","Real Estate",36784643.92
"2023-03-28","Technology",-397232014.88999933
"2023-03-28","Utilities",21355006.00000002
"2023-03-28","bond",60286251.87000103
"2023-03-29","Basic Materials",12960523.979999905
"2023-03-29","Communication Services",44683167.17999962
"2023-03-29","Consumer Cyclical",483375871.36000043
"2023-03-29","Consumer Defensive",-5980451.050000201
"2023-03-29","Energy",22285672.870000035
"2023-03-29","Financial Services",210554353.69000024
"2023-03-29","Healthcare",53685958.88999976
"2023-03-29","Industrials",172377674.37000006
"2023-03-29","Real Estate",74229922.45999992
"2023-03-29","Technology",1023850512.2699999
"2023-03-29","Utilities",48042083.99999997
"2023-03-29","bond",553174090.6600013
"2023-03-30","Basic Materials",-40387793.86999984
"2023-03-30","Communication Services",-20405126.159999773
"2023-03-30","Consumer Cyclical",124322659.86999848
"2023-03-30","Consumer Defensive",-9587851.210000006
"2023-03-30","Energy",-114891467.69000019
"2023-03-30","Financial Services",-512605359.2999999
"2023-03-30","Healthcare",-1864365.470000071
"2023-03-30","Industrials",-53618988.95000017
"2023-03-30","Real Estate",6914184.200000047
"2023-03-30","Technology",36598312.19999904
"2023-03-30","Utilities",2964316.000000043
"2023-03-30","bond",-114674055.85999894
"2023-03-31","Basic Materials",73699581.32
"2023-03-31","Communication Services",490187302.2099999
"2023-03-31","Consumer Cyclical",2266285853.640002
"2023-03-31","Consumer Defensive",63782000.109999746
"2023-03-31","Energy",59870210.10999987
"2023-03-31","Financial Services",283612508.0800001
"2023-03-31","Healthcare",237575501.8000001
"2023-03-31","Industrials",258379228.87000006
"2023-03-31","Real Estate",198101059.46999997
"2023-03-31","Technology",2212695076.2500005
"2023-03-31","Utilities",46634603.00000011
"2023-03-31","bond",1510511304.6899955
"2023-04-03","Basic Materials",90404648.72000006
"2023-04-03","Communication Services",253005071.4799996
"2023-04-03","Consumer Cyclical",-904887015.3999977
"2023-04-03","Consumer Defensive",73346613.5699999
"2023-04-03","Energy",116397117.1600001
"2023-04-03","Financial Services",-120932519.50000057
"2023-04-03","Healthcare",302494521.36000025
"2023-04-03","Industrials",486332888.7499998
"2023-04-03","Real Estate",-52791174.95000002
"2023-04-03","Technology",274423837.03000003
"2023-04-03","Utilities",-24477133.999999896
"2023-04-03","bond",399232899.9199977
"2023-04-04","Basic Materials",-103149549.86999986
"2023-04-04","Communication Services",178396733.19000039
"2023-04-04","Consumer Cyclical",-791432567.3199974
"2023-04-04","Consumer Defensive",-85791264.98000035
"2023-04-04","Energy",-485223280.98000014
"2023-04-04","Financial Services",-595565400.87
"2023-04-04","Healthcare",-115379486.10999957
"2023-04-04","Industrials",-827397708.3099998
"2023-04-04","Real Estate",-31416991.09000011
"2023-04-04","Technology",-1424774840.2600033
"2023-04-04","Utilities",17203377.000000063
"2023-04-04","bond",-676541841.6400003
"2023-04-05","Basic Materials",-19879516.840000026
"2023-04-05","Communication Services",-203429322.94000056
"2023-04-05","Consumer Cyclical",-1201089446.57
"2023-04-05","Consumer Defensive",-864645.0700002351
"2023-04-05","Energy",224827370.4800001
"2023-04-05","Financial Services",12219170.760000028
"2023-04-05","Healthcare",419376990.4500005
"2023-04-05","Industrials",-450788514.0399999
"2023-04-05","Real Estate",-16675911.470000086
"2023-04-05","Technology",-1066241418.8000028
"2023-04-05","Utilities",139013158.00000003
"2023-04-05","bond",-310143864.3100002
"2023-04-06","Basic Materials",43437005.74999997
"2023-04-06","Communication Services",597546806.1600001
"2023-04-06","Consumer Cyclical",329469521.9499986
"2023-04-06","Consumer Defensive",45861314.91000014
"2023-04-06","Energy",-151159234.3999999
"2023-04-06","Financial Services",194451727.6500002
"2023-04-06","Healthcare",128527011.60000011
"2023-04-06","Industrials",95877011.92999959
"2023-04-06","Real Estate",28235362.610000003
"2023-04-06","Technology",1005688305.7700019
"2023-04-06","Utilities",7410698.000000045
"2023-04-06","bond",472464703.5700014
"2023-04-10","Basic Materials",97309023.75000007
"2023-04-10","Communication Services",128818655.71999988
"2023-04-10","Consumer Cyclical",1165186986.7199996
"2023-04-10","Consumer Defensive",69907135.6699998
"2023-04-10","Energy",55465745.960000135
"2023-04-10","Financial Services",442281694.3000001
"2023-04-10","Healthcare",225394025.08
"2023-04-10","Industrials",372313030.7000001
"2023-04-10","Real Estate",55923021.90000006
"2023-04-10","Technology",1288601761.1300018
"2023-04-10","Utilities",28951317.00000003
"2023-04-10","bond",720448007.1600009
"2023-04-11","Basic Materials",76557187.81000009
"2023-04-11","Communication Services",-98543473.03999978
"2023-04-11","Consumer Cyclical",131939842.57999928
"2023-04-11","Consumer Defensive",25020457.100000087
"2023-04-11","Energy",70520330.12000026
"2023-04-11","Financial Services",340008705.57999986
"2023-04-11","Healthcare",247664056.6400004
"2023-04-11","Industrials",158964434.14000013
"2023-04-11","Real Estate",20751709.03999991
"2023-04-11","Technology",-451231274.8800001
"2023-04-11","Utilities",24747758.99999992
"2023-04-11","bond",16785516.050003465
"2023-04-12","Basic Materials",-105786499.23000012
"2023-04-12","Communication Services",-374615959.08000016
"2023-04-12","Consumer Cyclical",-2614815939.4100027
"2023-04-12","Consumer Defensive",-95872847.73000002
"2023-04-12","Energy",-81798358.88999991
"2023-04-12","Financial Services",-322742705.4800001
"2023-04-12","Healthcare",-245766863.00000012
"2023-04-12","Industrials",88978059.54999985
"2023-04-12","Real Estate",-154000170.6900001
"2023-04-12","Technology",-1549327452.6800008
"2023-04-12","Utilities",-8128939.999999895
"2023-04-12","bond",-1360780048.0499966
"2023-04-13","Basic Materials",108575178.28000014
"2023-04-13","Communication Services",294939403.36000013
"2023-04-13","Consumer Cyclical",697593160.3400002
"2023-04-13","Consumer Defensive",58458919.61999989
"2023-04-13","Energy",90734421.90999995
"2023-04-13","Financial Services",320363477.8300003
"2023-04-13","Healthcare",502592367.10000026
"2023-04-13","Industrials",-80621121.29
"2023-04-13","Real Estate",-34215250.86000003
"2023-04-13","Technology",1501861370.010001
"2023-04-13","Utilities",24136996.999999985
"2023-04-13","bond",1006142192.3700025
"2023-04-14","Basic Materials",-55885220.969999984
"2023-04-14","Communication Services",59626720.210000284
"2023-04-14","Consumer Cyclical",108925629.79000196
"2023-04-14","Consumer Defensive",-47132294.690000065
"2023-04-14","Energy",-19543031.499999885
"2023-04-14","Financial Services",-100937697.73000063
"2023-04-14","Healthcare",77861073.98000024
"2023-04-14","Industrials",-70413122.62999986
"2023-04-14","Real Estate",-149892260.64999995
"2023-04-14","Technology",-167158770.69000095
"2023-04-14","Utilities",-21416218.999999903
"2023-04-14","bond",-283148387.4100009
"2023-04-17","Basic Materials",30482486.0399999
"2023-04-17","Communication Services",105423768.39000063
"2023-04-17","Consumer Cyclical",201989754.11
"2023-04-17","Consumer Defensive",33467623.410000306
"2023-04-17","Energy",-152126367.70999983
"2023-04-17","Financial Services",830454211.3800007
"2023-04-17","Healthcare",58857141.16000023
"2023-04-17","Industrials",157797120.69000003
"2023-04-17","Real Estate",192445294.95999998
"2023-04-17","Technology",610745191.3900002
"2023-04-17","Utilities",4388411.999999961
"2023-04-17","bond",341309746.2299992
"2023-04-18","Basic Materials",-23069582.139999926
"2023-04-18","Communication Services",-223401075.92999992
"2023-04-18","Consumer Cyclical",-323621597.7300004
"2023-04-18","Consumer Defensive",44937988.92
"2023-04-18","Energy",73564864.49000013
"2023-04-18","Financial Services",17261827.960000105
"2023-04-18","Healthcare",-561165902.6600001
"2023-04-18","Industrials",23481343.720000025
"2023-04-18","Real Estate",-10622064.530000063
"2023-04-18","Technology",-291517106.2899976
"2023-04-18","Utilities",-34926929.99999998
"2023-04-18","bond",-337983842.25000036
"2023-04-19","Basic Materials",3737104.810000021
"2023-04-19","Communication Services",29804588.16000046
"2023-04-19","Consumer Cyclical",383783188.00000113
"2023-04-19","Consumer Defensive",2906412.830000057
"2023-04-19","Energy",49084968.540000096
"2023-04-19","Financial Services",422092412.1299999
"2023-04-19","Healthcare",306914601.94000053
"2023-04-19","Industrials",136260773.87
"2023-04-19","Real Estate",105986022.82000004
"2023-04-19","Technology",276522392.74999815
"2023-04-19","Utilities",27756551.000000015
"2023-04-19","bond",412233500.7999949
"2023-04-20","Basic Materials",7329624.529999998
"2023-04-20","Communication Services",-94237236.5899995
"2023-04-20","Consumer Cyclical",-591384349.4799956
"2023-04-20","Consumer Defensive",76550640.19999982
"2023-04-20","Energy",31535914.940000214
"2023-04-20","Financial Services",-8626248.550000193
"2023-04-20","Healthcare",-6110741.809999948
"2023-04-20","Industrials",110287845.56999989
"2023-04-20","Real Estate",-58146019.790000066
"2023-04-20","Technology",30022556.170002326
"2023-04-20","Utilities",-4770887.999999951
"2023-04-20","bond",122865076.02999987
"2023-04-21","Basic Materials",-387621364.15000004
"2023-04-21","Communication Services",109937039.29999931
"2023-04-21","Consumer Cyclical",-60337457.95999981
"2023-04-21","Consumer Defensive",-14734710.060000325
"2023-04-21","Energy",-147098962.77999988
"2023-04-21","Financial Services",-223879268.11999983
"2023-04-21","Healthcare",266412064.44999966
"2023-04-21","Industrials",-131189534.60999991
"2023-04-21","Real Estate",-19369429.69000006
"2023-04-21","Technology",30562511.80000093
"2023-04-21","Utilities",-15117074.999999994
"2023-04-21","bond",-89817114.28000125
"2023-04-24","Basic Materials",81604118.48000006
"2023-04-24","Communication Services",-118374028.7699999
"2023-04-24","Consumer Cyclical",-404971604.48999965
"2023-04-24","Consumer Defensive",28016155.079999924
"2023-04-24","Energy",247723228.50000018
"2023-04-24","Financial Services",-178166620.71999985
"2023-04-24","Healthcare",129623499.49999996
"2023-04-24","Industrials",-32167901.169999953
"2023-04-24","Real Estate",-44409391.20999999
"2023-04-24","Technology",-205230476.1199991
"2023-04-24","Utilities",21839726.00000007
"2023-04-24","bond",123305485.2499997
"2023-04-25","Basic Materials",-148328301.54999986
"2023-04-25","Communication Services",-340059190.2
"2023-04-25","Consumer Cyclical",-682051584.220001
"2023-04-25","Consumer Defensive",-58805924.229999974
"2023-04-25","Energy",-200522452.27999988
"2023-04-25","Financial Services",-513690405.7300005
"2023-04-25","Healthcare",-720514625.8000003
"2023-04-25","Industrials",-405858117.71999985
"2023-04-25","Real Estate",-64773374.28000003
"2023-04-25","Technology",-1617600056.4099972
"2023-04-25","Utilities",-4513563.000000112
"2023-04-25","bond",-1263359294.540001
"2023-04-26","Basic Materials",-102800452.53000008
"2023-04-26","Communication Services",-424763799.6200003
"2023-04-26","Consumer Cyclical",-1191300668.4799998
"2023-04-26","Consumer Defensive",-12778300.079999786
"2023-04-26","Energy",-145954245.45000008
"2023-04-26","Financial Services",-364222462.3800001
"2023-04-26","Healthcare",-144683477.36999956
"2023-04-26","Industrials",-449706798.0999999
"2023-04-26","Real Estate",-42673246.54999992
"2023-04-26","Technology",-667466583.7499983
"2023-04-26","Utilities",-107625269.00000018
"2023-04-26","bond",-803102412.260001
"2023-04-27","Basic Materials",136840755.9300001
"2023-04-27","Communication Services",531285452.77000105
"2023-04-27","Consumer Cyclical",1491056496.3900008
"2023-04-27","Consumer Defensive",188858125.44999984
"2023-04-27","Energy",54946012.79999995
"2023-04-27","Financial Services",1240630020.5800004
"2023-04-27","Healthcare",15920106.32000049
"2023-04-27","Industrials",470962302.6500001
"2023-04-27","Real Estate",216786708.7899999
"2023-04-27","Technology",830980999.5399978
"2023-04-27","Utilities",54199112.999999985
"2023-04-27","bond",1272902005.0800047
"2023-04-28","Basic Materials",647247699.9599999
"2023-04-28","Communication Services",246269254.57999992
"2023-04-28","Consumer Cyclical",590448371.6299998
"2023-04-28","Consumer Defensive",68509880.99000013
"2023-04-28","Energy",327628068.25000024
"2023-04-28","Financial Services",1250201746.83
"2023-04-28","Healthcare",370498136.67999965
"2023-04-28","Industrials",375970349.8500003
"2023-04-28","Real Estate",101096923.57000002
"2023-04-28","Technology",1012553467.1000001
"2023-04-28","Utilities",-823804.0000001055
"2023-04-28","bond",1093850605.0299997
"2023-05-01","Basic Materials",-138146155.0399998
"2023-05-01","Communication Services",451667069.4900001
"2023-05-01","Consumer Cyclical",-372435117.23999804
"2023-05-01","Consumer Defensive",32899083.57999997
"2023-05-01","Energy",-19336359.539999668
"2023-05-01","Financial Services",-706253006.8000003
"2023-05-01","Healthcare",388971927.24000007
"2023-05-01","Industrials",77003585.3600001
"2023-05-01","Real Estate",-36889817.48999997
"2023-05-01","Technology",463916133.2600027
"2023-05-01","Utilities",8176401.999999984
"2023-05-01","bond",-274149219.3500008
"2023-05-02","Basic Materials",75950245.83999999
"2023-05-02","Communication Services",-503845738.0599999
"2023-05-02","Consumer Cyclical",-247102824.18999955
"2023-05-02","Consumer Defensive",-107617927.54
"2023-05-02","Energy",-804874306.7700001
"2023-05-02","Financial Services",-1428538784.7299995
"2023-05-02","Healthcare",-257753796.96000016
"2023-05-02","Industrials",-136284451.20999983
"2023-05-02","Real Estate",-168481679.40000004
"2023-05-02","Technology",-940600148.6899993
"2023-05-02","Utilities",-77175727.99999987
"2023-05-02","bond",-1213042955.4500027
"2023-05-03","Basic Materials",-142621792.3799999
"2023-05-03","Communication Services",-201468907.8
"2023-05-03","Consumer Cyclical",-212614228.91999683
"2023-05-03","Consumer Defensive",107818500.42999986
"2023-05-03","Energy",-205152429.29999974
"2023-05-03","Financial Services",-335326176.53000003
"2023-05-03","Healthcare",306578708.1000005
"2023-05-03","Industrials",-138599054.1500003
"2023-05-03","Real Estate",-52500378.68000003
"2023-05-03","Technology",-533692497.2800013
"2023-05-03","Utilities",-41523569.99999998
"2023-05-03","bond",-734549659.6500014
"2023-05-04","Basic Materials",-170310735.9000001
"2023-05-04","Communication Services",-311234478.5900001
"2023-05-04","Consumer Cyclical",-680129012.5900022
"2023-05-04","Consumer Defensive",19814003.8799997
"2023-05-04","Energy",-224512554.9500001
"2023-05-04","Financial Services",-2547857577.1700006
"2023-05-04","Healthcare",124740564.66999957
"2023-05-04","Industrials",-395210780.2500001
"2023-05-04","Real Estate",51653080.369999945
"2023-05-04","Technology",645984788.6100022
"2023-05-04","Utilities",22027716.99999997
"2023-05-04","bond",-376663866.55000067
"2023-05-05","Basic Materials",171587632.40000004
"2023-05-05","Communication Services",160618943.30999956
"2023-05-05","Consumer Cyclical",885506239.4600005
"2023-05-05","Consumer Defensive",101151736.86000006
"2023-05-05","Energy",79743431.18000028
"2023-05-05","Financial Services",499555404.5200002
"2023-05-05","Healthcare",328458305.54
"2023-05-05","Industrials",232905847.23999998
"2023-05-05","Real Estate",91495190.54000013
"2023-05-05","Technology",1816124741.7800007
"2023-05-05","Utilities",53801204.999999985
"2023-05-05","bond",1015209353.0799958
"2023-05-08","Basic Materials",-99671036.36
"2023-05-08","Communication Services",265379522.0199997
"2023-05-08","Consumer Cyclical",-8679491.80000094
"2023-05-08","Consumer Defensive",-98116740.90000007
"2023-05-08","Energy",-226190867.05999997
"2023-05-08","Financial Services",-330550176.11999977
"2023-05-08","Healthcare",249659813.0599998
"2023-05-08","Industrials",-128756842.7000001
"2023-05-08","Real Estate",29585738.509999897
"2023-05-08","Technology",1033778187.4299998
"2023-05-08","Utilities",-6260158.000000001
"2023-05-08","bond",-222551971.63000047
"2023-05-09","Basic Materials",27147548.919999957
"2023-05-09","Communication Services",-59754811.3800005
"2023-05-09","Consumer Cyclical",279433470.13000137
"2023-05-09","Consumer Defensive",-57881161.29999997
"2023-05-09","Energy",134595690.40000027
"2023-05-09","Financial Services",-113875431.00999987
"2023-05-09","Healthcare",50774983.4000004
"2023-05-09","Industrials",186473628.4399999
"2023-05-09","Real Estate",20070117.869999994
"2023-05-09","Technology",104351162.10999957
"2023-05-09","Utilities",30996680.99999995
"2023-05-09","bond",123085732.35000041
"2023-05-10","Basic Materials",-156219644.04
"2023-05-10","Communication Services",341364264.4000009
"2023-05-10","Consumer Cyclical",-565892193.4100016
"2023-05-10","Consumer Defensive",-24499358.600000124
"2023-05-10","Energy",-189076144.16000003
"2023-05-10","Financial Services",-577447896.1000004
"2023-05-10","Healthcare",-72134844.09000002
"2023-05-10","Industrials",-376639221.4900003
"2023-05-10","Real Estate",-12492655.440000016
"2023-05-10","Technology",312464198.03999877
"2023-05-10","Utilities",13439951.000000067
"2023-05-10","bond",-294009562.3999984
"2023-05-11","Basic Materials",-20054062.23999969
"2023-05-11","Communication Services",171305502.739999
"2023-05-11","Consumer Cyclical",512724193.48000276
"2023-05-11","Consumer Defensive",21525043.799999926
"2023-05-11","Energy",40125730.850000165
"2023-05-11","Financial Services",-33433876.379999895
"2023-05-11","Healthcare",-50717884.0199999
"2023-05-11","Industrials",-26032224.46999978
"2023-05-11","Real Estate",-7951499.949999959
"2023-05-11","Technology",-351681651.5500007
"2023-05-11","Utilities",-52743329.00000008
"2023-05-11","bond",-68525412.25999974
"2023-05-12","Basic Materials",-25970111.96000011
"2023-05-12","Communication Services",-100327323.61000027
"2023-05-12","Consumer Cyclical",-1739447590.5699995
"2023-05-12","Consumer Defensive",16886896.2000001
"2023-05-12","Energy",-31784414.99999997
"2023-05-12","Financial Services",-368335465.4499997
"2023-05-12","Healthcare",-192325832.41000003
"2023-05-12","Industrials",-113892656.49000008
"2023-05-12","Real Estate",-45251359.4400001
"2023-05-12","Technology",553840259.4199984
"2023-05-12","Utilities",6796811.999999833
"2023-05-12","bond",-480294466.92000526
"2023-05-15","Basic Materials",78811085.53000024
"2023-05-15","Communication Services",170039202.98000053
"2023-05-15","Consumer Cyclical",156403504.05999973
"2023-05-15","Consumer Defensive",-25919384.639999986
"2023-05-15","Energy",36640969.79999983
"2023-05-15","Financial Services",431103997.25999993
"2023-05-15","Healthcare",142460830.2400001
"2023-05-15","Industrials",165308860.8099999
"2023-05-15","Real Estate",41390178.20999996
"2023-05-15","Technology",1180590368.949999
"2023-05-15","Utilities",-104013534.99999996
"2023-05-15","bond",420890594.4599987
"2023-05-16","Basic Materials",-115540102.78000015
"2023-05-16","Communication Services",185069547.1500007
"2023-05-16","Consumer Cyclical",-220604857.44999897
"2023-05-16","Consumer Defensive",-106089028.25999989
"2023-05-16","Energy",-304762539.39000005
"2023-05-16","Financial Services",-252725152.91
"2023-05-16","Healthcare",-212427353.53000006
"2023-05-16","Industrials",-183782404.0299998
"2023-05-16","Real Estate",-472996208.7500002
"2023-05-16","Technology",680725446.329999
"2023-05-16","Utilities",-138394054.9999999
"2023-05-16","bond",-476725687.73000085
"2023-05-17","Basic Materials",19919199.419999965
"2023-05-17","Communication Services",299527170.51000047
"2023-05-17","Consumer Cyclical",1355301255.4200027
"2023-05-17","Consumer Defensive",27448111.19000002
"2023-05-17","Energy",106303779.63999997
"2023-05-17","Financial Services",817389564.3199999
"2023-05-17","Healthcare",119958486.44000006
"2023-05-17","Industrials",378160400.58
"2023-05-17","Real Estate",87200354.90999997
"2023-05-17","Technology",1443578228.2299988
"2023-05-17","Utilities",-20952687.00000011
"2023-05-17","bond",1005847680.999999
"2023-05-18","Basic Materials",66673042.48000002
"2023-05-18","Communication Services",837880505.9499999
"2023-05-18","Consumer Cyclical",257315862.68999892
"2023-05-18","Consumer Defensive",-41470244.220000125
"2023-05-18","Energy",237005163.2
"2023-05-18","Financial Services",260582994.51999962
"2023-05-18","Healthcare",120895720.15999985
"2023-05-18","Industrials",271359112.7400001
"2023-05-18","Real Estate",-12900039.320000052
"2023-05-18","Technology",2973176557.6799965
"2023-05-18","Utilities",13109320.99999991
"2023-05-18","bond",1168724859.7400045
"2023-05-19","Basic Materials",-59110265.23000001
"2023-05-19","Communication Services",-238567593.57000014
"2023-05-19","Consumer Cyclical",-210333637.02999943
"2023-05-19","Consumer Defensive",-66535736.80000019
"2023-05-19","Energy",-66233274.11999983
"2023-05-19","Financial Services",-396074025.2100001
"2023-05-19","Healthcare",-74688457.13
"2023-05-19","Industrials",-507926433.9399998
"2023-05-19","Real Estate",-71744779.98999996
"2023-05-19","Technology",-437495939.70000184
"2023-05-19","Utilities",-40256956.000000045
"2023-05-19","bond",-516476902.9200022
"2023-05-22","Basic Materials",-24296599.049999986
"2023-05-22","Communication Services",340575449.1199995
"2023-05-22","Consumer Cyclical",880877477.1600028
"2023-05-22","Consumer Defensive",-174733759.07000002
"2023-05-22","Energy",87316199.54000005
"2023-05-22","Financial Services",390568185.0499997
"2023-05-22","Healthcare",659354537.0900002
"2023-05-22","Industrials",25404909.839999806
"2023-05-22","Real Estate",43843764.65999998
"2023-05-22","Technology",1142584229.3499997
"2023-05-22","Utilities",-2836875.999999921
"2023-05-22","bond",267828051.63000077
"2023-05-23","Basic Materials",-23480632.30000004
"2023-05-23","Communication Services",-162509763.9299995
"2023-05-23","Consumer Cyclical",-353060641.4799966
"2023-05-23","Consumer Defensive",-79792870.10999998
"2023-05-23","Energy",-8585239.729999665
"2023-05-23","Financial Services",-252721983.1799999
"2023-05-23","Healthcare",-212804279.1499999
"2023-05-23","Industrials",-199718993.4199999
"2023-05-23","Real Estate",-39845249.15999996
"2023-05-23","Technology",-605367571.759998
"2023-05-23","Utilities",4540525.000000073
"2023-05-23","bond",-636872878.4800001
"2023-05-24","Basic Materials",-138841980.4199999
"2023-05-24","Communication Services",129065988.81000026
"2023-05-24","Consumer Cyclical",-107174498.91999753
"2023-05-24","Consumer Defensive",-76544258.60000011
"2023-05-24","Energy",-55421507.659999564
"2023-05-24","Financial Services",-128077064.14000021
"2023-05-24","Healthcare",-128284791.2000002
"2023-05-24","Industrials",-272301306.5900001
"2023-05-24","Real Estate",-125935537.41000006
"2023-05-24","Technology",599642633.3699977
"2023-05-24","Utilities",-30186628.000000097
"2023-05-24","bond",-479742587.0600056
"2023-05-25","Basic Materials",-88098014.64000003
"2023-05-25","Communication Services",-332602645.3199997
"2023-05-25","Consumer Cyclical",-659135617.2999994
"2023-05-25","Consumer Defensive",48063462.7099999
"2023-05-25","Energy",-88770067.46000014
"2023-05-25","Financial Services",-73182955.45999983
"2023-05-25","Healthcare",-464973397.01999986
"2023-05-25","Industrials",1662119.3899999375
"2023-05-25","Real Estate",-37981316.779999964
"2023-05-25","Technology",388310497.8399989
"2023-05-25","Utilities",-73195939.00000004
"2023-05-25","bond",-203022880.7300009
"2023-05-26","Basic Materials",-49159805.00000003
"2023-05-26","Communication Services",549678069.38
"2023-05-26","Consumer Cyclical",2081618108.4799957
"2023-05-26","Consumer Defensive",124663509.49000005
"2023-05-26","Energy",-126737415.71999994
"2023-05-26","Financial Services",173080538.42999992
"2023-05-26","Healthcare",-13674181.189999957
"2023-05-26","Industrials",126738267.41
"2023-05-26","Real Estate",100755628.57999998
"2023-05-26","Technology",5098687143.160004
"2023-05-26","Utilities",7819715.00000016
"2023-05-26","bond",1655834404.4199982
"2023-05-30","Basic Materials",-91020758.19000003
"2023-05-30","Communication Services",-283361521.7500006
"2023-05-30","Consumer Cyclical",-294851354.50000024
"2023-05-30","Consumer Defensive",-166306105.64000008
"2023-05-30","Energy",15359976.480000222
"2023-05-30","Financial Services",21123940.4600001
"2023-05-30","Healthcare",-226789951.08000004
"2023-05-30","Industrials",-71521836.75999983
"2023-05-30","Real Estate",-23092286.160000127
"2023-05-30","Technology",-1305072693.6699972
"2023-05-30","Utilities",-22280697.99999993
"2023-05-30","bond",-820137937.0299959
"2023-05-31","Basic Materials",-89554156.44999987
"2023-05-31","Communication Services",291348291.71000135
"2023-05-31","Consumer Cyclical",172058862.1400008
"2023-05-31","Consumer Defensive",-135214682.70000064
"2023-05-31","Energy",-60535040.94000005
"2023-05-31","Financial Services",-214259529.60000032
"2023-05-31","Healthcare",531177499.0199998
"2023-05-31","Industrials",-612784244.8099997
"2023-05-31","Real Estate",105270065.64999993
"2023-05-31","Technology",-1300287770.090005
"2023-05-31","Utilities",78402444.99999996
"2023-05-31","bond",-97759454.34999387
"2023-06-01","Basic Materials",146809096.37999988
"2023-06-01","Communication Services",375889257.29000086
"2023-06-01","Consumer Cyclical",1589944372.7400002
"2023-06-01","Consumer Defensive",-253260998.4899993
"2023-06-01","Energy",236398761.82999983
"2023-06-01","Financial Services",326180490.98999995
"2023-06-01","Healthcare",279248158.0600002
"2023-06-01","Industrials",258160871.02000004
"2023-06-01","Real Estate",37305807.34000001
"2023-06-01","Technology",2571485177.120001
"2023-06-01","Utilities",-66969384.000000015
"2023-06-01","bond",1335069635.9999995
"2023-06-02","Basic Materials",154403835.1699999
"2023-06-02","Communication Services",66512030.64000045
